date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:16:11	685/685	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2007%20Dec%202021%2016:56:47%20GMT	https://c0.wp.com/p/jetpack/10.9/_inc/build/photon/photon.min.js	G:/Meu%20Drive/SITES/nataliafaria/public_html/teste/p/jetpack/10.9/_inc/build/photon/photon.min.js	(from https://nataliafaria.arq.br/)
17:16:12	89521/89521	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2010%20Mar%202021%2015:07:24%20GMT	https://c0.wp.com/c/5.9.5/wp-includes/js/jquery/jquery.min.js	G:/Meu%20Drive/SITES/nataliafaria/public_html/teste/c/5.9.5/wp-includes/js/jquery/jquery.min.js	(from https://nataliafaria.arq.br/)
17:16:12	11224/11224	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2018%20Nov%202020%2009:06:06%20GMT	https://c0.wp.com/c/5.9.5/wp-includes/js/jquery/jquery-migrate.min.js	G:/Meu%20Drive/SITES/nataliafaria/public_html/teste/c/5.9.5/wp-includes/js/jquery/jquery-migrate.min.js	(from https://nataliafaria.arq.br/)
17:16:13	4190/4190	---MCZ	200	added ('OK')	application/javascript	etag:W/%2261fda926-105e%22	https://nataliafaria.arq.br/wp-content/plugins/svg-support/js/svgs-inline.js?ver=1.0.0	G:/Meu%20Drive/SITES/nataliafaria/public_html/teste/wp-content/plugins/svg-support/js/svgs-inline8a54.js	(from https://nataliafaria.arq.br/)
17:16:14	273614/273614	---MCZ	200	added ('OK')	application/javascript	etag:W/%22627279f0-42cce%22	https://nataliafaria.arq.br/wp-content/themes/Divi/js/scripts.min.js?ver=4.17.3	G:/Meu%20Drive/SITES/nataliafaria/public_html/teste/wp-content/themes/Divi/js/scripts.minf177.js	(from https://nataliafaria.arq.br/)
17:16:15	4914/4914	---MCZ	200	added ('OK')	application/javascript	etag:W/%225a5234ab-1332%22	https://nataliafaria.arq.br/wp-content/plugins/divi-100-article-card/assets/js/scripts.js?ver=20160602	G:/Meu%20Drive/SITES/nataliafaria/public_html/teste/wp-content/plugins/divi-100-article-card/assets/js/scriptseb35.js	(from https://nataliafaria.arq.br/)
17:16:15	5714/5714	---MCZ	200	added ('OK')	application/javascript	etag:W/%22627279f0-1652%22	https://nataliafaria.arq.br/wp-content/themes/Divi/js/smoothscroll.js?ver=4.17.3	G:/Meu%20Drive/SITES/nataliafaria/public_html/teste/wp-content/themes/Divi/js/smoothscrollf177.js	(from https://nataliafaria.arq.br/)
17:16:16	3349/3349	---MCZ	200	added ('OK')	application/javascript	etag:W/%22627279ee-d15%22	https://nataliafaria.arq.br/wp-content/themes/Divi/includes/builder/feature/dynamic-assets/assets/js/jquery.fitvids.js?ver=4.17.3	G:/Meu%20Drive/SITES/nataliafaria/public_html/teste/wp-content/themes/Divi/includes/builder/feature/dynamic-assets/assets/js/jquery.fitvidsf177.js	(from https://nataliafaria.arq.br/)
17:16:17	9318/9318	---MCZ	200	added ('OK')	application/javascript	etag:W/%22627279ee-2466%22	https://nataliafaria.arq.br/wp-content/themes/Divi/includes/builder/feature/dynamic-assets/assets/js/easypiechart.js?ver=4.17.3	G:/Meu%20Drive/SITES/nataliafaria/public_html/teste/wp-content/themes/Divi/includes/builder/feature/dynamic-assets/assets/js/easypiechartf177.js	(from https://nataliafaria.arq.br/)
17:16:17	8574/8574	---MCZ	200	added ('OK')	application/javascript	etag:W/%22627279ee-217e%22	https://nataliafaria.arq.br/wp-content/themes/Divi/includes/builder/feature/dynamic-assets/assets/js/salvattore.js?ver=4.17.3	G:/Meu%20Drive/SITES/nataliafaria/public_html/teste/wp-content/themes/Divi/includes/builder/feature/dynamic-assets/assets/js/salvattoref177.js	(from https://nataliafaria.arq.br/)
17:16:18	8983/8983	---MCZ	200	added ('OK')	application/javascript	etag:W/%2262727a4e-2317%22	https://nataliafaria.arq.br/wp-content/plugins/jetpack/jetpack_vendor/automattic/jetpack-lazy-images/dist/intersection-observer.js?minify=false&ver=b5fe079abfcad78b7237774a0b3115aa	G:/Meu%20Drive/SITES/nataliafaria/public_html/teste/wp-content/plugins/jetpack/jetpack_vendor/automattic/jetpack-lazy-images/dist/intersection-observer391c.js	(from https://nataliafaria.arq.br/)
17:16:19	2341/2341	---MCZ	200	added ('OK')	application/javascript	etag:W/%2262727a4e-925%22	https://nataliafaria.arq.br/wp-content/plugins/jetpack/jetpack_vendor/automattic/jetpack-lazy-images/dist/lazy-images.js?minify=false&ver=567470f2f8d6d97f1a9cb9b77b0e503c	G:/Meu%20Drive/SITES/nataliafaria/public_html/teste/wp-content/plugins/jetpack/jetpack_vendor/automattic/jetpack-lazy-images/dist/lazy-imagesa74c.js	(from https://nataliafaria.arq.br/)
17:16:19	1343/1343	---MCZ	200	added ('OK')	application/javascript	etag:W/%22627279ef-53f%22	https://nataliafaria.arq.br/wp-content/themes/Divi/core/admin/js/common.js?ver=4.17.3	G:/Meu%20Drive/SITES/nataliafaria/public_html/teste/wp-content/themes/Divi/core/admin/js/commonf177.js	(from https://nataliafaria.arq.br/)
17:16:20	22/22	---M--	200	added ('OK')	application/javascript	etag:%2262727a1a-16%22	https://nataliafaria.arq.br/wp-content/uploads/wtfdivi/wp_footer.js?ver=1599013657	G:/Meu%20Drive/SITES/nataliafaria/public_html/teste/wp-content/uploads/wtfdivi/wp_footer5e86.js	(from https://nataliafaria.arq.br/)
17:16:20	21903/21903	---MCZ	200	added ('OK')	application/javascript	etag:W/%2262727a0f-7187%22	https://nataliafaria.arq.br/wp-content/plugins/bloom/js/custom.js?ver=1.3.12	G:/Meu%20Drive/SITES/nataliafaria/public_html/teste/wp-content/plugins/bloom/js/custom9484.js	(from https://nataliafaria.arq.br/)
17:16:20	2518/2518	---MCZ	200	added ('OK')	application/javascript	etag:W/%2262727a0f-9d6%22	https://nataliafaria.arq.br/wp-content/plugins/bloom/js/idle-timer.min.js?ver=1.3.12	G:/Meu%20Drive/SITES/nataliafaria/public_html/teste/wp-content/plugins/bloom/js/idle-timer.min9484.js	(from https://nataliafaria.arq.br/)
17:16:21	8970/8970	---MCZ	200	added ('OK')	application/javascript	etag:W/%2261beb1e6-3508%22	https://stats.wp.com/e-202303.js	G:/Meu%20Drive/SITES/nataliafaria/public_html/teste/e-202303.js	(from https://nataliafaria.arq.br/)
17:16:22	1571/1571	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2018%20Jan%202023%2020:17:05%20GMT	https://fonts.gstatic.com/robots.txt		(from https://nataliafaria.arq.br/)
17:16:22	187/187	---M--	200	added ('OK')	text/plain	etag:%22599703f9-bb%22	http://secure.gravatar.com/robots.txt		(from https://nataliafaria.arq.br/)
17:16:23	5430/5430	---MCZ	200	added ('OK')	image/x-icon	etag:W/%2260d0ea72-1536%22	http://secure.gravatar.com/favicon.ico	G:/Meu%20Drive/SITES/nataliafaria/public_html/teste/favicon.ico	(from http://secure.gravatar.com/)
17:16:23	55972/55972	---MCZ	200	added ('OK')	text/css	etag:W/%2263c12741-daa4%22	https://s.gravatar.com/dist/css/style.min.css?162	G:/Meu%20Drive/SITES/nataliafaria/public_html/teste/dist/css/style.min82aa.css	(from http://secure.gravatar.com/)
17:16:23	21214/21214	---MCZ	200	added ('OK')	text/css	etag:W/%2263c51a5a-52de%22	https://s.gravatar.com/dist/css/profile.min.css?162	G:/Meu%20Drive/SITES/nataliafaria/public_html/teste/dist/css/profile.min82aa.css	(from http://secure.gravatar.com/)
17:16:23	3804/3804	---MCZ	200	added ('OK')	text/css	etag:W/%2263b699a9-edc%22	https://s.gravatar.com/css/cropper-1.5.13.min.css?162	G:/Meu%20Drive/SITES/nataliafaria/public_html/teste/css/cropper-1.5.13.min82aa.css	(from http://secure.gravatar.com/)
17:16:24	96381/96381	---MCZ	200	added ('OK')	application/javascript	etag:W/%2253a9ce55-1787d%22	https://s.gravatar.com/js/jquery.js?162	G:/Meu%20Drive/SITES/nataliafaria/public_html/teste/js/jquery82aa.js	(from http://secure.gravatar.com/)
17:16:24	7199/7199	---MCZ	200	added ('OK')	application/javascript	etag:W/%2253a9ce55-1c1f%22	https://s.gravatar.com/js/jquery-migrate.js?162	G:/Meu%20Drive/SITES/nataliafaria/public_html/teste/js/jquery-migrate82aa.js	(from http://secure.gravatar.com/)
17:16:24	37035/37035	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263b699a9-90ab%22	https://s.gravatar.com/js/cropper-1.5.13.min.js?162	G:/Meu%20Drive/SITES/nataliafaria/public_html/teste/js/cropper-1.5.13.min82aa.js	(from http://secure.gravatar.com/)
17:16:24	893/893	---MCZ	200	added ('OK')	application/javascript	etag:W/%224bac1e25-37d%22	https://s.gravatar.com/js/application.js?162	G:/Meu%20Drive/SITES/nataliafaria/public_html/teste/js/application82aa.js	(from http://secure.gravatar.com/)
17:16:25	29233/29233	---MCZ	200	added ('OK')	application/javascript	etag:W/%2248dabf0a-7231%22	https://s.gravatar.com/js/jcarousel/lib/jquery.jcarousel.js?162	G:/Meu%20Drive/SITES/nataliafaria/public_html/teste/js/jcarousel/lib/jquery.jcarousel82aa.js	(from http://secure.gravatar.com/)
17:16:26	915/915	---MCZ	200	added ('OK')	text/css	etag:W/%2248dabf0a-393%22	http://secure.gravatar.com/js/jcarousel/lib/jquery.jcarousel.css	G:/Meu%20Drive/SITES/nataliafaria/public_html/teste/js/jcarousel/lib/jquery.jcarousel.css	(from http://secure.gravatar.com/)
17:16:26	3574/3574	---MCZ	200	added ('OK')	text/css	etag:W/%2248dabf0a-df6%22	http://secure.gravatar.com/js/jcarousel/skins/tango/skin.css	G:/Meu%20Drive/SITES/nataliafaria/public_html/teste/js/jcarousel/skins/tango/skin.css	(from http://secure.gravatar.com/)
17:16:26	2967/2967	---MCZ	200	added ('OK')	application/javascript	etag:W/%22497a35f0-b97%22	http://secure.gravatar.com/js/webtoolkit.base64.js	G:/Meu%20Drive/SITES/nataliafaria/public_html/teste/js/webtoolkit.base64.js	(from http://secure.gravatar.com/)
17:16:26	1034/1034	---MCZ	200	added ('OK')	application/javascript	etag:W/%224ff6821b-40a%22	http://secure.gravatar.com/js/login.js	G:/Meu%20Drive/SITES/nataliafaria/public_html/teste/js/login.js	(from http://secure.gravatar.com/)
17:16:27	33987/33987	---MCZ	200	added ('OK')	text/css	etag:W/%2261be9fdd-8b2d%22	http://s0.wp.com/i/noticons/noticons.css	G:/Meu%20Drive/SITES/nataliafaria/public_html/teste/i/noticons/noticons.css	(from http://secure.gravatar.com/)
17:16:28	2068/2068	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225bcefaa0-814%22	http://secure.gravatar.com/images/logo-crowdsignal.svg	G:/Meu%20Drive/SITES/nataliafaria/public_html/teste/images/logo-crowdsignal.svg	(from http://secure.gravatar.com/)
17:16:28	74814/74814	---MCZ	200	added ('OK')	text/css	etag:W/%2263b3f10b-1243e%22	https://s.gravatar.com/dist/css/homepage.min.css?162	G:/Meu%20Drive/SITES/nataliafaria/public_html/teste/dist/css/homepage.min82aa.css	(from http://secure.gravatar.com/)
17:16:29	3248/3248	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263a0c4ca-cb0%22	http://s1.wp.com/wp-content/mu-plugins/a8c-analytics/a8c-analytics.js?v=1234	G:/Meu%20Drive/SITES/nataliafaria/public_html/teste/wp-content/mu-plugins/a8c-analytics/a8c-analytics2398.js	(from http://secure.gravatar.com/)
17:16:30	37154/37154	---MCZ	200	added ('OK')	text/html	date:Wed,%2018%20Jan%202023%2020:17:12%20GMT	http://secure.gravatar.com/site/implement	G:/Meu%20Drive/SITES/nataliafaria/public_html/teste/site/implement.html	(from http://secure.gravatar.com/)
17:16:30	0/0	---MC-	302	error ('Found')	text/html	date:Wed,%2018%20Jan%202023%2020:17:13%20GMT	http://v0.wordpress.com/robots.txt		(from https://nataliafaria.arq.br/)
17:16:30	180706/180706	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260d0ea72-2c1e2%22	http://secure.gravatar.com/js/homepage-client.js	G:/Meu%20Drive/SITES/nataliafaria/public_html/teste/js/homepage-client.js	(from http://secure.gravatar.com/)
17:16:31	43229/43229	---MCZ	200	added ('OK')	text/html	date:Wed,%2018%20Jan%202023%2020:17:12%20GMT	http://secure.gravatar.com/site/translations/	G:/Meu%20Drive/SITES/nataliafaria/public_html/teste/site/translations/index.html	(from http://secure.gravatar.com/)
17:16:31	45/45	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2018%20Jan%202023%2020:17:15%20GMT	http://widgets.wp.com/robots.txt		(from https://nataliafaria.arq.br/)
17:16:32	37155/37155	---MCZ	200	added ('OK')	text/html	date:Wed,%2018%20Jan%202023%2020:17:14%20GMT	http://secure.gravatar.com/site/implement/	G:/Meu%20Drive/SITES/nataliafaria/public_html/teste/site/implement/index.html	(from http://secure.gravatar.com/)
17:16:32	36237/36237	---MCZ	200	added ('OK')	text/html	date:Wed,%2018%20Jan%202023%2020:17:14%20GMT	http://secure.gravatar.com/support/	G:/Meu%20Drive/SITES/nataliafaria/public_html/teste/support/index.html	(from http://secure.gravatar.com/)
17:16:32	345/345	---MCZ	200	added ('OK')	text/plain	date:Wed,%2018%20Jan%202023%2020:17:16%20GMT	http://s0.wp.com/robots.txt		(from https://nataliafaria.arq.br/)
17:16:33	187/187	---M--	200	added ('OK')	text/plain	etag:%22599703f9-bb%22	http://0.gravatar.com/robots.txt		(from https://nataliafaria.arq.br/)
17:16:33	187/187	---M--	200	added ('OK')	text/plain	etag:%22599703f9-bb%22	http://1.gravatar.com/robots.txt		(from https://nataliafaria.arq.br/)
17:16:33	187/187	---M--	200	added ('OK')	text/plain	etag:%22599703f9-bb%22	http://2.gravatar.com/robots.txt		(from https://nataliafaria.arq.br/)
17:16:34	49/49	---MC-	400	error ('Bad%20Request')	text/html	date:Wed,%2018%20Jan%202023%2020:17:18%20GMT	http://i0.wp.com/robots.txt		(from https://nataliafaria.arq.br/)
17:16:34	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2018%20Jan%202023%2020:17:18%20GMT	http://c0.wp.com/robots.txt		(from https://nataliafaria.arq.br/)
17:16:35	1383/1383	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2018%20Jan%202023%2020:17:19%20GMT	https://nataliafaria.arq.br/wp-content/plugins/instagram-feed/img/small-logo.png	G:/Meu%20Drive/SITES/nataliafaria/public_html/teste/wp-content/plugins/instagram-feed/img/small-logo.5b.delayed	(from https://nataliafaria.arq.br/wp-content/plugins/instagram-feed/css/sbi-styles.min.css?ver=6.0.5)
17:16:36	4598/4598	---MCZ	200	added ('OK')	image/svg+xml	date:Tue,%2001%20Aug%202017%2004:43:51%20GMT	https://c0.wp.com/c/5.9.5/wp-includes/js/mediaelement/mejs-controls.svg	G:/Meu%20Drive/SITES/nataliafaria/public_html/teste/c/5.9.5/wp-includes/js/mediaelement/mejs-controls.svg	(from https://c0.wp.com/c/5.9.5/wp-includes/js/mediaelement/mediaelementplayer-legacy.min.css)
17:16:36	1768/1768	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2262727a12-6e8%22	https://nataliafaria.arq.br/wp-content/plugins/divi-booster/core/icons/divi-booster-icons/icomoon/fonts/divi-booster-icons.eot?7o75rl	G:/Meu%20Drive/SITES/nataliafaria/public_html/teste/wp-content/plugins/divi-booster/core/icons/divi-booster-icons/icomoon/fonts/divi-booster-icons14b5.eot	(from https://nataliafaria.arq.br/wp-content/plugins/divi-booster/core/icons/divi-booster-icons/icomoon/style.css?ver=3.8.4)
17:16:37	1560/1560	---M--	200	added ('OK')	application/octet-stream	etag:%2262727a12-618%22	https://nataliafaria.arq.br/wp-content/plugins/divi-booster/core/icons/divi-booster-icons/icomoon/fonts/divi-booster-icons.ttf?7o75rl	G:/Meu%20Drive/SITES/nataliafaria/public_html/teste/wp-content/plugins/divi-booster/core/icons/divi-booster-icons/icomoon/fonts/divi-booster-icons14b5.ttf	(from https://nataliafaria.arq.br/wp-content/plugins/divi-booster/core/icons/divi-booster-icons/icomoon/style.css?ver=3.8.4)
17:16:38	1636/1636	---M--	200	added ('OK')	font/woff	etag:%2262727a12-664%22	https://nataliafaria.arq.br/wp-content/plugins/divi-booster/core/icons/divi-booster-icons/icomoon/fonts/divi-booster-icons.woff?7o75rl	G:/Meu%20Drive/SITES/nataliafaria/public_html/teste/wp-content/plugins/divi-booster/core/icons/divi-booster-icons/icomoon/fonts/divi-booster-icons14b5.woff	(from https://nataliafaria.arq.br/wp-content/plugins/divi-booster/core/icons/divi-booster-icons/icomoon/style.css?ver=3.8.4)
17:16:39	1836/1836	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262727a12-72c%22	https://nataliafaria.arq.br/wp-content/plugins/divi-booster/core/icons/divi-booster-icons/icomoon/fonts/divi-booster-icons.svg?7o75rl	G:/Meu%20Drive/SITES/nataliafaria/public_html/teste/wp-content/plugins/divi-booster/core/icons/divi-booster-icons/icomoon/fonts/divi-booster-icons14b5.svg	(from https://nataliafaria.arq.br/wp-content/plugins/divi-booster/core/icons/divi-booster-icons/icomoon/style.css?ver=3.8.4)
17:16:39	1009/1009	---M--	200	added ('OK')	image/png	date:Fri,%2028%20Dec%202012%2009:28:10%20GMT	https://c0.wp.com/p/jetpack/10.9/modules/shortcodes/img/slideshow-controls.png	G:/Meu%20Drive/SITES/nataliafaria/public_html/teste/p/jetpack/10.9/modules/shortcodes/img/slideshow-controls.png	(from https://c0.wp.com/p/jetpack/10.9/css/jetpack.css)
17:16:39	1944/1944	---M--	200	added ('OK')	image/png	date:Fri,%2028%20Dec%202012%2009:28:10%20GMT	https://c0.wp.com/p/jetpack/10.9/modules/shortcodes/img/slideshow-controls-2x.png	G:/Meu%20Drive/SITES/nataliafaria/public_html/teste/p/jetpack/10.9/modules/shortcodes/img/slideshow-controls-2x.png	(from https://c0.wp.com/p/jetpack/10.9/css/jetpack.css)
17:16:40	5704/5704	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Apr%202014%2016:02:56%20GMT	https://c0.wp.com/p/jetpack/10.9/modules/shortcodes/images/slide-nav.png	G:/Meu%20Drive/SITES/nataliafaria/public_html/teste/p/jetpack/10.9/modules/shortcodes/images/slide-nav.png	(from https://c0.wp.com/p/jetpack/10.9/css/jetpack.css)
17:16:40	2039/2039	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Apr%202014%2016:02:56%20GMT	https://c0.wp.com/p/jetpack/10.9/modules/shortcodes/images/expand.png	G:/Meu%20Drive/SITES/nataliafaria/public_html/teste/p/jetpack/10.9/modules/shortcodes/images/expand.png	(from https://c0.wp.com/p/jetpack/10.9/css/jetpack.css)
17:16:40	2072/2072	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Apr%202014%2016:02:56%20GMT	https://c0.wp.com/p/jetpack/10.9/modules/shortcodes/images/collapse.png	G:/Meu%20Drive/SITES/nataliafaria/public_html/teste/p/jetpack/10.9/modules/shortcodes/images/collapse.png	(from https://c0.wp.com/p/jetpack/10.9/css/jetpack.css)
17:16:41	21370/21370	---M--	200	added ('OK')	image/png	etag:%22508ff2f2-537a%22	https://secure.gravatar.com/images/grav-share-sprite.png	G:/Meu%20Drive/SITES/nataliafaria/public_html/teste/images/grav-share-sprite.png	(from https://c0.wp.com/p/jetpack/10.9/css/jetpack.css)
17:16:41	1571/1571	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2018%20Jan%202023%2020:17:25%20GMT	https://www.googletagmanager.com/robots.txt		(from https://nataliafaria.arq.br/)
17:16:43	209650/209650	---M--	200	added ('OK')	image/png	etag:%225c6a0586-332f2%22	https://nataliafaria.arq.br/wp-content/uploads/2019/02/mesa-de-trabalho-1920x1080.png	G:/Meu%20Drive/SITES/nataliafaria/public_html/teste/wp-content/uploads/2019/02/mesa-de-trabalho-1920x1080.png	(from https://nataliafaria.arq.br/wp-content/et-cache/263/et-core-unified-deferred-263.min.css?ver=1672786763)
17:16:44	10995/10995	---MCZ	200	added ('OK')	application/json	date:Wed,%2018%20Jan%202023%2020:17:28%20GMT	https://nataliafaria.arq.br/wp-json/wp/v2/pages/1234	G:/Meu%20Drive/SITES/nataliafaria/public_html/teste/wp-json/wp/v2/pages/1234.json	(from https://nataliafaria.arq.br/projetos/)
17:16:45	4075/4075	---MCZ	200	added ('OK')	application/json	date:Wed,%2018%20Jan%202023%2020:17:29%20GMT	https://nataliafaria.arq.br/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnataliafaria.arq.br%2Fprojetos%2F	G:/Meu%20Drive/SITES/nataliafaria/public_html/teste/wp-json/oembed/1.0/embed8d78.json	(from https://nataliafaria.arq.br/projetos/)
17:16:46	4216/4216	---M-Z	200	added ('OK')	text/xml	date:Wed,%2018%20Jan%202023%2020:17:30%20GMT	https://nataliafaria.arq.br/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnataliafaria.arq.br%2Fprojetos%2F&format=xml	G:/Meu%20Drive/SITES/nataliafaria/public_html/teste/wp-json/oembed/1.0/embed320e	(from https://nataliafaria.arq.br/projetos/)
17:16:47	171/171	---MCZ	200	added ('OK')	text/css	etag:W/%2263c3b968-ab%22	https://nataliafaria.arq.br/wp-content/et-cache/1234/et-core-unified-deferred-1234.min.css?ver=1673771368	G:/Meu%20Drive/SITES/nataliafaria/public_html/teste/wp-content/et-cache/1234/et-core-unified-deferred-1234.min3105.css	(from https://nataliafaria.arq.br/projetos/)
17:16:47	9836/9836	---M--	200	added ('OK')	image/jpeg	etag:%22286aaf3b62bec24a%22	../wp-content/uploads/2019/11/04.jpg?resize=400%2C250&ssl=1	G:/Meu%20Drive/SITES/nataliafaria/public_html/teste/nataliafaria.arq.br/wp-content/uploads/2019/11/04b30d.jpg	(from https://nataliafaria.arq.br/projetos/)
17:16:47	8978/8978	---M--	200	added ('OK')	image/jpeg	etag:%222da123c495cd9d38%22	../wp-content/uploads/2019/11/05-tratada-1.jpg?resize=400%2C250&ssl=1	G:/Meu%20Drive/SITES/nataliafaria/public_html/teste/nataliafaria.arq.br/wp-content/uploads/2019/11/05-tratada-1b30d.jpg	(from https://nataliafaria.arq.br/projetos/)
17:16:47	10209/10209	---M--	200	added ('OK')	image/jpeg	etag:%22f4e3cba00bc17b50%22	../wp-content/uploads/2019/11/1910-AP-3D-SALA-R00-16-TRATADA.jpg?resize=400%2C250&ssl=1	G:/Meu%20Drive/SITES/nataliafaria/public_html/teste/nataliafaria.arq.br/wp-content/uploads/2019/11/1910-AP-3D-SALA-R00-16-TRATADAb30d.jpg	(from https://nataliafaria.arq.br/projetos/)
17:16:48	12052/12052	---M--	200	added ('OK')	image/jpeg	etag:%221cd61eaed27dec73%22	../wp-content/uploads/2019/11/1909-QUARTO-TOM-R00-02-tratada.jpg?resize=400%2C250&ssl=1	G:/Meu%20Drive/SITES/nataliafaria/public_html/teste/nataliafaria.arq.br/wp-content/uploads/2019/11/1909-QUARTO-TOM-R00-02-tratadab30d.jpg	(from https://nataliafaria.arq.br/projetos/)
17:16:48	10198/10198	---M--	200	added ('OK')	image/jpeg	etag:%2233d06a7b634b0a5a%22	../wp-content/uploads/2019/11/06-tratada.jpg?resize=400%2C250&ssl=1	G:/Meu%20Drive/SITES/nataliafaria/public_html/teste/nataliafaria.arq.br/wp-content/uploads/2019/11/06-tratadab30d.jpg	(from https://nataliafaria.arq.br/projetos/)
17:16:48	248138/248138	---MCZ	200	added ('OK')	text/html	date:Wed,%2018%20Jan%202023%2020:17:32%20GMT	https://nataliafaria.arq.br/quarto-da-selena/	G:/Meu%20Drive/SITES/nataliafaria/public_html/teste/quarto-da-selena/index.html	(from https://nataliafaria.arq.br/projetos/)
17:16:51	0/0	---MCZ	200	added ('OK')	text/html	date:Wed,%2018%20Jan%202023%2020:17:33%20GMT	https://nataliafaria.arq.br/projeto/	G:/Meu%20Drive/SITES/nataliafaria/public_html/teste/projeto/index.html	(from https://nataliafaria.arq.br/projetos/)
17:16:51	0/0	---MCZ	200	added ('OK')	text/html	date:Wed,%2018%20Jan%202023%2020:17:34%20GMT	https://nataliafaria.arq.br/residencial/	G:/Meu%20Drive/SITES/nataliafaria/public_html/teste/residencial/index.html	(from https://nataliafaria.arq.br/projetos/)
17:16:51	0/0	---MCZ	200	added ('OK')	text/html	date:Wed,%2018%20Jan%202023%2020:17:34%20GMT	https://nataliafaria.arq.br/residencial/quarto/quarto-de-bebe/	G:/Meu%20Drive/SITES/nataliafaria/public_html/teste/residencial/quarto/quarto-de-bebe/index.html	(from https://nataliafaria.arq.br/projetos/)
17:16:51	276902/276902	---M--	200	added ('OK')	image/png	etag:%22c7f579e169c7009e%22	../wp-content/uploads/2019/03/Primeiro-lar-Thiago-e-Flavia-Sala.png?ssl=1	G:/Meu%20Drive/SITES/nataliafaria/public_html/teste/nataliafaria.arq.br/wp-content/uploads/2019/03/Primeiro-lar-Thiago-e-Flavia-Sala.png	(from https://nataliafaria.arq.br/projetos/)
17:16:51	238497/238497	---M--	200	added ('OK')	image/png	etag:%220cade9d43d9876b2%22	../wp-content/uploads/2019/02/Novo-lar-Thiago-Erika-e-Antonia-Sala-Trilho-de-iluminacao.png?ssl=1	G:/Meu%20Drive/SITES/nataliafaria/public_html/teste/nataliafaria.arq.br/wp-content/uploads/2019/02/Novo-lar-Thiago-Erika-e-Antonia-Sala-Trilho-de-iluminacao.png	(from https://nataliafaria.arq.br/projetos/)
17:16:51	58038/58038	---M--	200	added ('OK')	image/png	etag:%229c65edb13dbde895%22	../wp-content/uploads/2019/02/Lar-renovado-Mayre-Quarto.png?resize=400%2C250&ssl=1	G:/Meu%20Drive/SITES/nataliafaria/public_html/teste/nataliafaria.arq.br/wp-content/uploads/2019/02/Lar-renovado-Mayre-Quartob30d.png	(from https://nataliafaria.arq.br/projetos/)
17:16:53	9487/9487	---MCZ	200	added ('OK')	text/css	etag:W/%2262727a4f-250f%22	https://nataliafaria.arq.br/wp-content/plugins/jetpack/_inc/blocks/tiled-gallery/view.css?minify=false&ver=10.9	G:/Meu%20Drive/SITES/nataliafaria/public_html/teste/wp-content/plugins/jetpack/_inc/blocks/tiled-gallery/view84f4.css	(from https://nataliafaria.arq.br/projetos/)
17:16:53	0/0	---MCZ	200	added ('OK')	text/html	date:Wed,%2018%20Jan%202023%2020:17:36%20GMT	https://nataliafaria.arq.br/residencial/sala/	G:/Meu%20Drive/SITES/nataliafaria/public_html/teste/residencial/sala/index.html	(from https://nataliafaria.arq.br/projetos/)
17:16:53	251685/251685	---MCZ	200	added ('OK')	text/html	date:Wed,%2018%20Jan%202023%2020:17:36%20GMT	https://nataliafaria.arq.br/natalia-e-yan/	G:/Meu%20Drive/SITES/nataliafaria/public_html/teste/natalia-e-yan/index.html	(from https://nataliafaria.arq.br/projetos/)
17:16:54	346131/346131	---MCZ	200	added ('OK')	text/html	date:Wed,%2018%20Jan%202023%2020:17:37%20GMT	https://nataliafaria.arq.br/fabiana-e-felipe/	G:/Meu%20Drive/SITES/nataliafaria/public_html/teste/fabiana-e-felipe/index.html	(from https://nataliafaria.arq.br/projetos/)
17:16:55	0/0	---MCZ	200	added ('OK')	text/html	date:Wed,%2018%20Jan%202023%2020:17:38%20GMT	https://nataliafaria.arq.br/residencial/area-externa/	G:/Meu%20Drive/SITES/nataliafaria/public_html/teste/residencial/area-externa/index.html	(from https://nataliafaria.arq.br/projetos/)
17:16:55	0/0	---MCZ	200	added ('OK')	text/html	date:Wed,%2018%20Jan%202023%2020:17:38%20GMT	https://nataliafaria.arq.br/residencial/espaco-gourmet/	G:/Meu%20Drive/SITES/nataliafaria/public_html/teste/residencial/espaco-gourmet/index.html	(from https://nataliafaria.arq.br/projetos/)
